RECNUM|ITEM|DEST|SOURCE|SCHEDARRIVDATE|SM_TOTQTY|REMAINDER|VL_QTY_USED|CO_QTY_USED|P1
31387|4055RUPLUS|4000253227|USIR|2016-03-01|49.7|49.7|0|0|1
31388|4055RUPLUS|4000253232|US6P|2016-02-23|1.1|1.1|0|0|1
31389|4055RUPLUS|4000253232|US6P|2016-02-24|1.1|1.1|0|0|1
31390|4055RUPLUS|4000253232|US6P|2016-02-25|1.1|1.1|0|0|1
31391|4055RUPLUS|4000253232|US6P|2016-02-26|3.3|3.3|0|0|1
31392|4055RUPLUS|4000253232|US6P|2016-02-29|1.1|1.1|0|0|1
31393|4055RUPLUS|4000253232|US6P|2016-03-01|1.1|1.1|0|0|1
31394|4055RUPLUS|4000253248|USZA|2016-02-24|0.3|0.3|0|0|0
31395|4055RUPLUS|4000253248|USZA|2016-02-25|0.3|0.3|0|0|0
35166|4055RUPLUS|4000270452|USZA|2016-03-01|0.1|0.1|0|0|0
35167|4055RUPLUS|4000270499|US8X|2016-02-25|3.4|3.4|0|0|1
35168|4055RUPLUS|4000270499|US8X|2016-02-26|3.4|3.4|0|0|1
35169|4055RUPLUS|4000270499|US8X|2016-02-29|3.4|3.4|0|0|1
35170|4055RUPLUS|4000270499|US8X|2016-03-01|3.4|3.4|0|0|1
35171|4055RUPLUS|4000270514|USMN|2016-02-23|1.8|1.8|0|0|0
35172|4055RUPLUS|4000270514|USMN|2016-02-24|1.8|1.8|0|0|0
35173|4055RUPLUS|4000270514|USMN|2016-02-25|1.8|1.8|0|0|0
35174|4055RUPLUS|4000270514|USMN|2016-02-26|1.8|1.8|0|0|0
35175|4055RUPLUS|4000270514|USMN|2016-02-29|1.8|1.8|0|0|0
35176|4055RUPLUS|4000270514|USMN|2016-03-01|1.8|1.8|0|0|0
35177|4055RUPLUS|4000270522|USIX|2016-02-23|1|1|0|0|0
35178|4055RUPLUS|4000270522|USIX|2016-02-24|1|1|0|0|0
35179|4055RUPLUS|4000270522|USZQ|2016-02-25|1|1|0|0|0
35180|4055RUPLUS|4000270522|USZQ|2016-02-26|1|1|0|0|0
35181|4055RUPLUS|4000270522|USIX|2016-02-27|1|1|0|0|0
35182|4055RUPLUS|4000270522|USZQ|2016-02-29|1|1|0|0|0
35183|4055RUPLUS|4000270522|US8T|2016-03-01|1|1|0|0|0
35184|4055RUPLUS|4000270530|US8R|2016-02-24|8.4|8.4|0|0|1
35185|4055RUPLUS|4000270530|US8R|2016-02-25|8.4|8.4|0|0|1
35186|4055RUPLUS|4000270530|US8R|2016-02-26|8.4|8.4|0|0|1
35187|4055RUPLUS|4000270530|USNT|2016-02-27|8.4|8.4|0|0|0
35188|4055RUPLUS|4000270530|US8R|2016-02-29|8.4|8.4|0|0|1
35189|4055RUPLUS|4000270530|US8R|2016-03-01|8.4|8.4|0|0|1
35190|4055RUPLUS|4000270562|USZN|2016-02-24|0.1|0.1|0|0|0
35191|4055RUPLUS|4000270562|USMN|2016-02-25|0.1|0.1|0|0|0
35192|4055RUPLUS|4000270562|UST1|2016-02-26|0.1|0.1|0|0|0
35193|4055RUPLUS|4000270562|UST1|2016-02-27|0.1|0.1|0|0|0
35194|4055RUPLUS|4000270562|USZN|2016-02-29|0.1|0.1|0|0|0
35195|4055RUPLUS|4000270562|UST1|2016-03-01|0.1|0.1|0|0|0
35196|4055RUPLUS|4000270564|USXP|2016-02-24|8.4|8.4|0|0|1
35197|4055RUPLUS|4000270564|USXP|2016-02-25|8.4|8.4|0|0|1
35198|4055RUPLUS|4000270564|USXP|2016-02-26|8.4|8.4|0|0|1
35199|4055RUPLUS|4000270564|USXP|2016-02-29|8.4|8.4|0|0|1
35200|4055RUPLUS|4000270564|USXP|2016-03-01|8.4|8.4|0|0|1
35201|4055RUPLUS|4000270565|USQA|2016-02-23|1.5|1.5|0|0|0
35202|4055RUPLUS|4000270565|USMN|2016-02-24|1.5|1.5|0|0|0
35203|4055RUPLUS|4000270565|USQA|2016-02-25|1.5|1.5|0|0|0
35204|4055RUPLUS|4000270565|USQA|2016-02-26|1.5|1.5|0|0|0
35205|4055RUPLUS|4000270565|USQA|2016-02-29|1.5|1.5|0|0|0
35206|4055RUPLUS|4000270565|USQA|2016-03-01|1.5|1.5|0|0|0
35207|4055RUPLUS|4000270575|USZN|2016-02-24|0.1|0.1|0|0|0
35208|4055RUPLUS|4000270575|USCX|2016-02-25|0.1|0.1|0|0|0
35209|4055RUPLUS|4000270575|USXP|2016-02-26|0.1|0.1|0|0|0
35210|4055RUPLUS|4000270575|USZN|2016-02-29|0.1|0.1|0|0|0
35211|4055RUPLUS|4000270575|USXP|2016-03-01|0.1|0.1|0|0|0
35212|4055RUPLUS|4000270582|USYZ|2016-02-23|35.5|35.5|0|0|0
35213|4055RUPLUS|4000270582|USYZ|2016-02-24|35.5|35.5|0|0|0
35214|4055RUPLUS|4000270582|USYZ|2016-02-25|35.5|35.5|0|0|0
35215|4055RUPLUS|4000270582|USYZ|2016-02-26|71|71|0|0|0
35216|4055RUPLUS|4000270582|UT55|2016-02-29|35.5|35.5|0|0|0
35217|4055RUPLUS|4000270582|UT55|2016-03-01|35.5|35.5|0|0|0
35218|4055RUPLUS|4000270618|USXP|2016-02-23|5|5|0|0|1
35219|4055RUPLUS|4000270618|USZN|2016-02-24|5|5|0|0|0
35220|4055RUPLUS|4000270618|USZA|2016-02-25|5|5|0|0|0
35221|4055RUPLUS|4000270618|USXP|2016-02-26|5|5|0|0|1
35222|4055RUPLUS|4000270618|UT29|2016-02-27|5|5|0|0|0
35223|4055RUPLUS|4000270618|USXP|2016-02-29|5|5|0|0|1
35224|4055RUPLUS|4000270618|USXP|2016-03-01|5|5|0|0|1
35225|4055RUPLUS|4000270621|US8X|2016-02-25|0.7|0.7|0|0|1
35226|4055RUPLUS|4000270621|US8X|2016-02-26|0.7|0.7|0|0|1
35227|4055RUPLUS|4000270621|USDQ|2016-02-27|0.7|0.7|0|0|0
35228|4055RUPLUS|4000270621|UT36|2016-02-29|0.7|0.7|0|0|0
35229|4055RUPLUS|4000270621|US8X|2016-03-01|0.7|0.7|0|0|1
35230|4055RUPLUS|4000270629|USIR|2016-02-25|0.7|0.7|0|0|0
35231|4055RUPLUS|4000270629|USIA|2016-02-26|0.7|0.7|0|0|0
35232|4055RUPLUS|4000270629|USIA|2016-02-29|0.7|0.7|0|0|0
35233|4055RUPLUS|4000270629|USIR|2016-03-01|0.7|0.7|0|0|0
35234|4055RUPLUS|4000270643|UT73|2016-02-17|570|0|570|0|1
35235|4055RUPLUS|4000270643|UT73|2016-02-18|570|0|570|0|1
35236|4055RUPLUS|4000270643|UT73|2016-02-19|1140|0|1140|0|1
35237|4055RUPLUS|4000270643|UT66|2016-02-23|231.2|231.2|0|0|0
35238|4055RUPLUS|4000270643|USWD|2016-02-24|175.48|175.48|0|0|0
35239|4055RUPLUS|4000270643|UT66|2016-02-24|55.72|55.72|0|0|0
35240|4055RUPLUS|4000270643|USWD|2016-02-25|108.65|108.65|0|0|0
35241|4055RUPLUS|4000270643|UT66|2016-02-25|122.55|122.55|0|0|0
35242|4055RUPLUS|4000270643|USWD|2016-02-26|231.2|231.2|0|0|0
35243|4055RUPLUS|4000270643|UT66|2016-02-29|231.2|231.2|0|0|0
35244|4055RUPLUS|4000270643|USWD|2016-03-01|231.2|231.2|0|0|0
35245|4055RUPLUS|4000270647|USJO|2016-02-19|501.53|-8.47|0|510|0
35246|4055RUPLUS|4000270647|USXJ|2016-02-19|8.47|8.47|0|0|0
35247|4055RUPLUS|4000270647|UT73|2016-02-23|52.3|52.3|0|0|1
35248|4055RUPLUS|4000270647|UT73|2016-02-24|52.3|52.3|0|0|1
35249|4055RUPLUS|4000270647|USXJ|2016-02-25|52.3|52.3|0|0|0
35250|4055RUPLUS|4000270647|UT73|2016-02-26|52.3|52.3|0|0|1
35251|4055RUPLUS|4000270647|USXJ|2016-02-29|52.3|52.3|0|0|0
35252|4055RUPLUS|4000270647|UT73|2016-03-01|52.3|52.3|0|0|1
35253|4055RUPLUS|4000270650|USWD|2016-02-23|8.7|8.7|0|0|0
35254|4055RUPLUS|4000270650|USWD|2016-02-24|8.7|8.7|0|0|0
35255|4055RUPLUS|4000270650|USWD|2016-02-25|8.7|8.7|0|0|0
35256|4055RUPLUS|4000270650|USWD|2016-02-26|8.7|8.7|0|0|0
35257|4055RUPLUS|4000270650|USWD|2016-02-29|8.7|8.7|0|0|0
35258|4055RUPLUS|4000270650|USWD|2016-03-01|8.7|8.7|0|0|0
35259|4055RUPLUS|4000270690|UT52|2016-02-23|15.2|15.2|0|0|0
35260|4055RUPLUS|4000270690|UT52|2016-02-24|15.2|15.2|0|0|0
35261|4055RUPLUS|4000270690|UT52|2016-02-25|15.2|15.2|0|0|0
35262|4055RUPLUS|4000270690|UT52|2016-02-26|45.6|45.6|0|0|0
35263|4055RUPLUS|4000270690|USQ4|2016-02-29|15.2|15.2|0|0|1
35264|4055RUPLUS|4000270690|USQ4|2016-03-01|15.2|15.2|0|0|1
35265|4055RUPLUS|4000270692|USHD|2016-02-23|2.6|2.6|0|0|1
35266|4055RUPLUS|4000270692|USHD|2016-02-24|2.6|2.6|0|0|1
35267|4055RUPLUS|4000270692|USHD|2016-02-25|2.6|2.6|0|0|1
35268|4055RUPLUS|4000270692|USHD|2016-02-26|5.2|5.2|0|0|1
35269|4055RUPLUS|4000270692|USHD|2016-02-29|2.6|2.6|0|0|1
35270|4055RUPLUS|4000270692|USHD|2016-03-01|2.6|2.6|0|0|1
35271|4055RUPLUS|4000270694|USJN|2016-02-23|10.9|10.9|0|0|0
35272|4055RUPLUS|4000270694|USJN|2016-02-24|10.9|10.9|0|0|0
35273|4055RUPLUS|4000270694|USJN|2016-02-25|10.9|10.9|0|0|0
35274|4055RUPLUS|4000270694|USJN|2016-02-26|21.8|21.8|0|0|0
35275|4055RUPLUS|4000270694|USIX|2016-02-29|10.9|10.9|0|0|0
35276|4055RUPLUS|4000270694|USB5|2016-03-01|10.9|10.9|0|0|0
35277|4055RUPLUS|4000270696|USKL|2016-02-22|540|0|0|540|0
35278|4055RUPLUS|4000270696|US8S|2016-02-24|232.51|232.51|0|0|1
35279|4055RUPLUS|4000270696|UT79|2016-02-24|307.49|307.49|0|0|0
35280|4055RUPLUS|4000270696|USKL|2016-02-25|123.5|123.5|0|0|0
35281|4055RUPLUS|4000270696|US8S|2016-02-26|123.5|123.5|0|0|1
35282|4055RUPLUS|4000270696|UT79|2016-02-27|91.59|91.59|0|0|0
35283|4055RUPLUS|4000270696|US8S|2016-02-29|123.5|123.5|0|0|1
35284|4055RUPLUS|4000270696|UT79|2016-03-01|123.5|123.5|0|0|0
35285|4055RUPLUS|4000270698|USNJ|2016-02-23|11.4|11.4|0|0|0
35286|4055RUPLUS|4000270698|USNJ|2016-02-24|11.4|11.4|0|0|0
35287|4055RUPLUS|4000270698|USNJ|2016-02-25|11.4|11.4|0|0|0
35288|4055RUPLUS|4000270698|USQM|2016-02-26|11.4|11.4|0|0|1
35289|4055RUPLUS|4000270698|USQM|2016-02-27|11.4|11.4|0|0|1
35290|4055RUPLUS|4000270698|USQM|2016-02-28|11.4|11.4|0|0|1
35291|4055RUPLUS|4000270698|USXT|2016-02-29|11.4|11.4|0|0|0
35292|4055RUPLUS|4000270698|USZN|2016-03-01|11.4|11.4|0|0|0
35293|4055RUPLUS|4000270700|USNJ|2016-02-23|82.2|82.2|0|0|0
35294|4055RUPLUS|4000270700|USNJ|2016-02-24|82.2|82.2|0|0|0
35295|4055RUPLUS|4000270700|USQM|2016-02-25|82.2|82.2|0|0|1
35296|4055RUPLUS|4000270700|USQM|2016-02-26|82.2|82.2|0|0|1
35297|4055RUPLUS|4000270700|USQM|2016-02-27|82.2|82.2|0|0|1
35298|4055RUPLUS|4000270700|USQM|2016-02-28|82.2|82.2|0|0|1
35299|4055RUPLUS|4000270700|USQM|2016-02-29|82.2|82.2|0|0|1
35300|4055RUPLUS|4000270700|USQM|2016-03-01|82.2|82.2|0|0|1
35301|4055RUPLUS|4000270701|USNT|2016-02-24|0.6|0.6|0|0|1
35302|4055RUPLUS|4000270701|USNT|2016-02-25|0.6|0.6|0|0|1
35303|4055RUPLUS|4000270701|USNT|2016-02-26|0.6|0.6|0|0|1
35304|4055RUPLUS|4000270701|US1R|2016-02-29|0.6|0.6|0|0|0
35305|4055RUPLUS|4000270701|USNT|2016-03-01|0.6|0.6|0|0|1
35306|4055RUPLUS|4000270702|USZA|2016-02-24|8|8|0|0|0
35307|4055RUPLUS|4000270702|USZA|2016-02-25|8|8|0|0|0
35308|4055RUPLUS|4000270702|UT29|2016-02-26|8|8|0|0|0
35309|4055RUPLUS|4000270702|USMN|2016-02-27|8|8|0|0|0
35310|4055RUPLUS|4000270702|USZA|2016-02-29|8|8|0|0|0
35311|4055RUPLUS|4000270702|USMN|2016-03-01|8|8|0|0|0
35312|4055RUPLUS|4000270704|UT11|2016-02-18|570|0|570|0|0
35313|4055RUPLUS|4000270704|UT11|2016-02-19|1140|0|0|1140|0
35314|4055RUPLUS|4000270704|UT11|2016-02-22|1140|0|0|1140|0
35315|4055RUPLUS|4000270704|USZA|2016-02-23|570|0|0|570|0
35316|4055RUPLUS|4000270704|USZA|2016-02-24|1140|0|0|1140|0
35317|4055RUPLUS|4000270704|USZA|2016-02-25|570|0|0|570|0
35318|4055RUPLUS|4000270704|USZA|2016-02-26|1140|0|0|1140|0
35319|4055RUPLUS|4000270704|USZA|2016-02-29|1140|0|0|1140|0
35320|4055RUPLUS|4000270732|USNI|2016-02-23|22.9|22.9|0|0|0
35321|4055RUPLUS|4000270732|USG5|2016-02-24|11.74|11.74|0|0|1
35322|4055RUPLUS|4000270732|USNI|2016-02-24|11.16|11.16|0|0|0
35323|4055RUPLUS|4000270732|USG5|2016-02-25|22.9|22.9|0|0|1
35324|4055RUPLUS|4000270732|USG5|2016-02-26|22.9|22.9|0|0|1
35325|4055RUPLUS|4000270732|US1Q|2016-02-29|22.9|22.9|0|0|0
35326|4055RUPLUS|4000270732|USG5|2016-03-01|22.9|22.9|0|0|1
35327|4055RUPLUS|4000270762|USYZ|2016-02-23|11.7|11.7|0|0|0
35328|4055RUPLUS|4000270762|USYZ|2016-02-24|11.7|11.7|0|0|0
35329|4055RUPLUS|4000270762|USYZ|2016-02-25|11.7|11.7|0|0|0
35330|4055RUPLUS|4000270762|USYZ|2016-02-26|23.4|23.4|0|0|0
35331|4055RUPLUS|4000270762|UT55|2016-02-29|11.7|11.7|0|0|0
35332|4055RUPLUS|4000270762|UT55|2016-03-01|11.7|11.7|0|0|0
35333|4055RUPLUS|4000270765|US6P|2016-02-23|11.2|11.2|0|0|1
35334|4055RUPLUS|4000270765|US6P|2016-02-24|11.2|11.2|0|0|1
35335|4055RUPLUS|4000270765|US6P|2016-02-25|11.2|11.2|0|0|1
35336|4055RUPLUS|4000270765|US6P|2016-02-26|33.6|33.6|0|0|1
35337|4055RUPLUS|4000270765|US6P|2016-02-29|11.2|11.2|0|0|1
35338|4055RUPLUS|4000270765|US6P|2016-03-01|11.2|11.2|0|0|1
35339|4055RUPLUS|4000270766|US6P|2016-02-23|1.1|1.1|0|0|0
35340|4055RUPLUS|4000270766|US6P|2016-02-24|1.1|1.1|0|0|0
35341|4055RUPLUS|4000270766|US6P|2016-02-25|1.1|1.1|0|0|0
35342|4055RUPLUS|4000270766|US6P|2016-02-26|3.3|3.3|0|0|0
35343|4055RUPLUS|4000270766|US6P|2016-02-29|1.1|1.1|0|0|0
35344|4055RUPLUS|4000270766|US6P|2016-03-01|1.1|1.1|0|0|0
35345|4055RUPLUS|4000270772|USIE|2016-02-23|16.2|16.2|0|0|1
35346|4055RUPLUS|4000270772|USIE|2016-02-24|16.2|16.2|0|0|1
35347|4055RUPLUS|4000270772|USIE|2016-02-25|16.2|16.2|0|0|1
35348|4055RUPLUS|4000270772|USIE|2016-02-26|48.6|48.6|0|0|1
35349|4055RUPLUS|4000270772|USIE|2016-02-29|16.2|16.2|0|0|1
35350|4055RUPLUS|4000270772|USIE|2016-03-01|16.2|16.2|0|0|1
35351|4055RUPLUS|4000270775|US24|2016-02-23|2.1|2.1|0|0|0
35352|4055RUPLUS|4000270775|US24|2016-02-24|2.1|2.1|0|0|0
35353|4055RUPLUS|4000270775|UT11|2016-02-25|2.1|2.1|0|0|1
35354|4055RUPLUS|4000270775|UT11|2016-02-26|2.1|2.1|0|0|1
35355|4055RUPLUS|4000270775|UT11|2016-02-29|2.1|2.1|0|0|1
35356|4055RUPLUS|4000270775|UT11|2016-03-01|2.1|2.1|0|0|1
35357|4055RUPLUS|4000270785|UT44|2016-02-25|12.4|12.4|0|0|1
35358|4055RUPLUS|4000270785|UT44|2016-02-26|12.4|12.4|0|0|1
35359|4055RUPLUS|4000270785|UT44|2016-02-29|12.4|12.4|0|0|1
35360|4055RUPLUS|4000270785|UT44|2016-03-01|12.4|12.4|0|0|1
35361|4055RUPLUS|4000270786|UT44|2016-02-26|26.9|26.9|0|0|1
35362|4055RUPLUS|4000270786|UT44|2016-02-29|26.9|26.9|0|0|1
35363|4055RUPLUS|4000270786|USNZ|2016-03-01|26.9|26.9|0|0|0
35364|4055RUPLUS|4000270842|UT13|2016-02-24|2.5|2.5|0|0|1
35365|4055RUPLUS|4000270842|UT13|2016-02-25|2.5|2.5|0|0|1
35366|4055RUPLUS|4000270842|UT13|2016-02-26|2.5|2.5|0|0|1
35367|4055RUPLUS|4000270842|USQG|2016-02-29|2.5|2.5|0|0|0
35368|4055RUPLUS|4000270842|UT13|2016-03-01|2.5|2.5|0|0|1
35369|4055RUPLUS|4000270844|UT2W|2016-02-23|1.8|1.8|0|0|1
35370|4055RUPLUS|4000270844|UT2W|2016-02-24|1.8|1.8|0|0|1
35371|4055RUPLUS|4000270844|UT2W|2016-02-25|1.8|1.8|0|0|1
35372|4055RUPLUS|4000270844|UT2W|2016-02-26|5.4|5.4|0|0|1
35373|4055RUPLUS|4000270844|UT2W|2016-02-29|1.8|1.8|0|0|1
35374|4055RUPLUS|4000270844|UT2W|2016-03-01|1.8|1.8|0|0|1
35375|4055RUPLUS|4000270883|USIE|2016-02-23|0.1|0.1|0|0|0
35376|4055RUPLUS|4000270883|USIE|2016-02-24|0.1|0.1|0|0|0
35377|4055RUPLUS|4000270883|USIE|2016-02-25|0.1|0.1|0|0|0
35378|4055RUPLUS|4000270883|USIE|2016-02-26|0.3|0.3|0|0|0
35379|4055RUPLUS|4000270883|USQ4|2016-02-29|0.1|0.1|0|0|0
35380|4055RUPLUS|4000270883|USQ4|2016-03-01|0.1|0.1|0|0|0
35381|4055RUPLUS|4000270936|USIE|2016-02-23|11.5|11.5|0|0|1
35382|4055RUPLUS|4000270936|USIE|2016-02-24|11.5|11.5|0|0|1
35383|4055RUPLUS|4000270936|USIE|2016-02-25|11.5|11.5|0|0|1
35384|4055RUPLUS|4000270936|USIE|2016-02-26|34.5|34.5|0|0|1
35385|4055RUPLUS|4000270936|USIE|2016-02-29|11.5|11.5|0|0|1
35386|4055RUPLUS|4000270936|USIE|2016-03-01|11.5|11.5|0|0|1
35387|4055RUPLUS|4000270941|UT2J|2016-02-23|0.1|0.1|0|0|0
35388|4055RUPLUS|4000270941|UT2J|2016-02-24|0.1|0.1|0|0|0
35389|4055RUPLUS|4000270941|UT2J|2016-02-25|0.1|0.1|0|0|0
35390|4055RUPLUS|4000270941|UT2J|2016-02-26|0.1|0.1|0|0|0
35391|4055RUPLUS|4000270941|UT45|2016-02-27|0.1|0.1|0|0|0
35392|4055RUPLUS|4000270941|USE1|2016-02-28|0.1|0.1|0|0|0
35393|4055RUPLUS|4000270941|UT2J|2016-02-29|0.1|0.1|0|0|0
35394|4055RUPLUS|4000270941|UT2J|2016-03-01|0.1|0.1|0|0|0
35395|4055RUPLUS|4000270942|UT74|2016-02-23|0.1|0.1|0|0|0
35396|4055RUPLUS|4000270942|UT74|2016-02-24|0.1|0.1|0|0|0
35397|4055RUPLUS|4000270942|UT74|2016-02-25|0.1|0.1|0|0|0
35398|4055RUPLUS|4000270942|UT74|2016-02-26|0.2|0.2|0|0|0
35399|4055RUPLUS|4000270942|UT74|2016-02-29|0.1|0.1|0|0|0
35400|4055RUPLUS|4000270942|UT74|2016-03-01|0.1|0.1|0|0|0
35401|4055RUPLUS|4000270961|USOB|2016-02-23|6.2|6.2|0|0|0
35402|4055RUPLUS|4000270961|USKM|2016-02-24|6.2|6.2|0|0|1
35403|4055RUPLUS|4000270961|USKM|2016-02-25|6.2|6.2|0|0|1
35404|4055RUPLUS|4000270961|USOB|2016-02-26|6.2|6.2|0|0|0
35405|4055RUPLUS|4000270961|USKM|2016-02-29|6.2|6.2|0|0|1
35406|4055RUPLUS|4000270961|USKM|2016-03-01|6.2|6.2|0|0|1
35407|4055RUPLUS|4000270968|USNJ|2016-02-23|0.4|0.4|0|0|0
35408|4055RUPLUS|4000270968|USNJ|2016-02-24|0.4|0.4|0|0|0
35409|4055RUPLUS|4000270968|USNJ|2016-02-25|0.4|0.4|0|0|0
35410|4055RUPLUS|4000270968|USQM|2016-02-26|0.4|0.4|0|0|0
35411|4055RUPLUS|4000270968|USQM|2016-02-27|0.4|0.4|0|0|0
35412|4055RUPLUS|4000270968|USQM|2016-02-28|0.4|0.4|0|0|0
35413|4055RUPLUS|4000270968|US25|2016-02-29|0.4|0.4|0|0|0
35414|4055RUPLUS|4000270968|USZY|2016-03-01|0.4|0.4|0|0|0
35415|4055RUPLUS|4000270970|USDQ|2016-02-25|7.1|7.1|0|0|0
54856|4055RUPLUS|6101044578|UT3C|2016-03-01|161.8|161.8|0|0|0
54857|4055RUPLUS|6101044630|US6P|2016-02-23|10.6|10.6|0|0|1
54858|4055RUPLUS|6101044630|US6P|2016-02-24|10.6|10.6|0|0|1
54859|4055RUPLUS|6101044630|US6P|2016-02-25|10.6|10.6|0|0|1
54860|4055RUPLUS|6101044630|US6P|2016-02-26|31.8|31.8|0|0|1
54861|4055RUPLUS|6101044630|US6P|2016-02-29|10.6|10.6|0|0|1
54862|4055RUPLUS|6101044630|US6P|2016-03-01|10.6|10.6|0|0|1
54863|4055RUPLUS|6101044783|USHD|2016-02-23|2.5|2.5|0|0|1
54864|4055RUPLUS|6101044783|USMY|2016-02-24|2.5|2.5|0|0|0
54865|4055RUPLUS|6101044783|USHD|2016-02-25|2.5|2.5|0|0|1
54866|4055RUPLUS|6101044783|USHD|2016-02-26|5|5|0|0|1
54867|4055RUPLUS|6101044783|USHD|2016-02-29|2.5|2.5|0|0|1
54868|4055RUPLUS|6101044783|USHD|2016-03-01|2.5|2.5|0|0|1
54869|4055RUPLUS|6101044792|USHD|2016-02-23|1.2|1.2|0|0|1
54870|4055RUPLUS|6101044792|USHD|2016-02-24|1.2|1.2|0|0|1
54871|4055RUPLUS|6101044792|USHD|2016-02-25|1.2|1.2|0|0|1
54872|4055RUPLUS|6101044792|USHD|2016-02-26|2.4|2.4|0|0|1
54873|4055RUPLUS|6101044792|USHD|2016-02-29|1.2|1.2|0|0|1
54874|4055RUPLUS|6101044792|USHD|2016-03-01|1.2|1.2|0|0|1
54875|4055RUPLUS|6101044854|USE1|2016-02-23|10|10|0|0|1
54876|4055RUPLUS|6101044854|USE1|2016-02-24|10|10|0|0|1
54877|4055RUPLUS|6101044854|USE1|2016-02-25|10|10|0|0|1
54878|4055RUPLUS|6101044854|USE1|2016-02-26|10|10|0|0|1
54879|4055RUPLUS|6101044854|USE1|2016-02-27|10|10|0|0|1
54880|4055RUPLUS|6101044854|USE1|2016-02-28|10|10|0|0|1
54881|4055RUPLUS|6101044854|USRN|2016-02-29|10|10|0|0|0
54882|4055RUPLUS|6101044854|USE1|2016-03-01|10|10|0|0|1
54883|4055RUPLUS|6101045817|USK5|2016-02-23|41.2|41.2|0|0|0
54884|4055RUPLUS|6101045817|USK5|2016-02-24|41.2|41.2|0|0|0
54885|4055RUPLUS|6101045817|USK5|2016-02-25|41.2|41.2|0|0|0
54886|4055RUPLUS|6101045817|USK5|2016-02-26|123.6|123.6|0|0|0
54887|4055RUPLUS|6101045817|USK5|2016-02-29|41.2|41.2|0|0|0
54888|4055RUPLUS|6101045817|USIV|2016-03-01|41.2|41.2|0|0|1
54889|4055RUPLUS|6101045826|USXA|2016-02-23|0.2|0.2|0|0|0
54890|4055RUPLUS|6101045826|USG5|2016-02-24|0.2|0.2|0|0|1
54891|4055RUPLUS|6101045826|USG5|2016-02-25|0.2|0.2|0|0|1
54892|4055RUPLUS|6101045826|USG5|2016-02-26|0.2|0.2|0|0|1
54893|4055RUPLUS|6101045826|USXA|2016-02-27|0.2|0.2|0|0|0
54894|4055RUPLUS|6101045826|USG5|2016-02-29|0.2|0.2|0|0|1
54895|4055RUPLUS|6101045826|USG5|2016-03-01|0.2|0.2|0|0|1
54896|4055RUPLUS|6101045835|USNT|2016-02-23|300|0|0|300|1
54897|4055RUPLUS|6101045853|USXJ|2016-02-24|11.8|11.8|0|0|0
54898|4055RUPLUS|6101045853|USXK|2016-02-25|11.8|11.8|0|0|1
54899|4055RUPLUS|6101045853|USXK|2016-02-26|11.8|11.8|0|0|1
54900|4055RUPLUS|6101045853|USXJ|2016-02-27|11.8|11.8|0|0|0
54901|4055RUPLUS|6101045853|USXK|2016-02-29|11.8|11.8|0|0|1
54902|4055RUPLUS|6101045853|USXK|2016-03-01|11.8|11.8|0|0|1
54903|4055RUPLUS|6101045862|USQ4|2016-02-23|24.6|24.6|0|0|1
54904|4055RUPLUS|6101045862|USQ4|2016-02-24|24.6|24.6|0|0|1
54905|4055RUPLUS|6101045862|USQ4|2016-02-25|24.6|24.6|0|0|1
54906|4055RUPLUS|6101045862|USQ4|2016-02-26|73.8|73.8|0|0|1
54907|4055RUPLUS|6101045862|USQ4|2016-02-29|24.6|24.6|0|0|1
54908|4055RUPLUS|6101045862|USQ4|2016-03-01|24.6|24.6|0|0|1
54909|4055RUPLUS|6101045871|UT33|2016-02-26|9.9|9.9|0|0|1
54910|4055RUPLUS|6101045871|UT33|2016-02-27|9.9|9.9|0|0|1
54911|4055RUPLUS|6101045871|UT33|2016-03-01|9.9|9.9|0|0|1
54912|4055RUPLUS|6101045880|USG8|2016-02-26|22.5|22.5|0|0|1
54913|4055RUPLUS|6101045880|USG8|2016-02-29|22.5|22.5|0|0|1
54914|4055RUPLUS|6101045880|USG8|2016-03-01|22.5|22.5|0|0|1
54915|4055RUPLUS|6101045906|USA8|2016-02-17|540|0|540|0|1
54916|4055RUPLUS|6101045906|USA8|2016-02-24|540|0|540|0|1
54917|4055RUPLUS|6101045924|USIM|2016-02-23|10.4|10.4|0|0|1
54918|4055RUPLUS|6101045924|USIM|2016-02-24|10.4|10.4|0|0|1
54919|4055RUPLUS|6101045924|USIM|2016-02-25|10.4|10.4|0|0|1
54920|4055RUPLUS|6101045924|USIM|2016-02-26|20.8|20.8|0|0|1
54921|4055RUPLUS|6101045924|USIM|2016-02-29|10.4|10.4|0|0|1
54922|4055RUPLUS|6101045924|USIM|2016-03-01|10.4|10.4|0|0|1
54923|4055RUPLUS|6101045942|USM6|2016-02-23|37.7|37.7|0|0|1
54924|4055RUPLUS|6101045942|USM6|2016-02-24|37.7|37.7|0|0|1
54925|4055RUPLUS|6101045942|USM6|2016-02-25|37.7|37.7|0|0|1
54926|4055RUPLUS|6101045942|USM6|2016-02-26|37.7|37.7|0|0|1
54927|4055RUPLUS|6101045942|USM6|2016-02-29|37.7|37.7|0|0|1
54928|4055RUPLUS|6101045942|USM6|2016-03-01|37.7|37.7|0|0|1
54929|4055RUPLUS|6101045960|USIR|2016-02-18|360|0|360|0|1
54930|4055RUPLUS|6101045960|USIR|2016-02-25|23.1|23.1|0|0|1
