A1|B1|PS_RES|PRODRATE|YIELD_QTY|ITEM|OUTPUTITEM|PRODMETH|LOC|LOC_TYPE|DESCR|STATE|MAXCAP|NUMBER_PERIODS|HOURS_AVAIL_TOTAL|HOURS_USED_TOTAL|MIN_HOURS_USED|MAX_HOURS_USED|AVG_HOURS|SIGMA_HOURS|AVG_PERCENT_UTIL|PERCENT_TOTAL_USED|HRS_DY1|HRS_DY2|HRS_DY3|HRS_DY4|HRS_DY5|HRS_DY6|HRS_DY7|HRS_DY8|HRS_DY9|HRS_DY10|HRS_DY11|HRS_DY12|HRS_DY13|HRS_DY14|MIN_QTY_PRODUCED|MAX_QTY_PRODUCED|AVG_QTY_PRODUCED|SIGMA_QTY_PRODUCED|QTYMADE_DY1|QTYMADE_DY2|QTYMADE_DY3|QTYMADE_DY4|QTYMADE_DY5|QTYMADE_DY6|QTYMADE_DY7|QTYMADE_DY8|QTYMADE_DY9|QTYMADE_DY10|QTYMADE_DY11|QTYMADE_DY12|QTYMADE_DY13|QTYMADE_DY14|AVG_PERCENT_CAPACITY_USED|STDEV_PERCENT_CAPACITY_USED|PERCENT_CAPACITY_USED|PERCENTUTIL_DY1|PERCENTUTIL_DY2|PERCENTUTIL_DY3|PERCENTUTIL_DY4|PERCENTUTIL_DY5|PERCENTUTIL_DY6|PERCENTUTIL_DY7|PERCENTUTIL_DY8|PERCENTUTIL_DY9|PERCENTUTIL_DY10|PERCENTUTIL_DY11|PERCENTUTIL_DY12|PERCENTUTIL_DY13|PERCENTUTIL_DY14|RANK
INS_4055AR@USAB|INS_4055AR@USAB|INSCAP@USAB|14|1|4055AR|4055AR|INS|USAB|4|reLogistics - New Braunfels|TX|1140|14|160|43|0|11.54|3.05|3.12|26.69|26.69|4.6|4.6|4.6|0|0|11.54|3.47|3.47|3.47|3.47|0|0|3.47|0|0|161.6|42.7|43.71|64.4|64.4|64.4|0|0|161.6|48.6|48.6|48.6|48.6|0|0|48.6|0|42.7|0|26.69|28.75|28.75|28.75|||72.14|21.7|21.7|21.7|21.7|||21.7|0|1
INS_4055AR@USAC|INS_4055AR@USAC|INSCAP@USAC|241|0.906|4055AR|4055AR|INS|USAC|4|reLogistics - Opelousas|LA|19296|14|160|64|0|16|4.55|4.41|39.79|39.79|5.7|5.7|5.7|0|0|16|7.21|5.84|5.84|5.84|0|0|5.84|0|0|3493.54|992.94|961.93|1244.66|1244.66|1244.66|0|0|3493.54|1575.08|1274.65|1274.65|1274.65|0|0|1274.65|0|63.67|0|39.79|35.63|35.63|35.63|||100|45.09|36.49|36.49|36.49|||36.49|0|1
INS_4055AR@USAC|INS_4055RUPLUS@USAC|INSCAP@USAC|241|0.094|4055AR|4055RUPLUS|INS|USAC|4|reLogistics - Opelousas|LA|19296|14|160|64|0|16|4.55|4.41|39.79|39.79|5.7|5.7|5.7|0|0|16|7.21|5.84|5.84|5.84|0|0|5.84|0|0|362.46|103.02|99.8|129.14|129.14|129.14|0|0|362.46|163.42|132.25|132.25|132.25|0|0|132.25|0|63.67|0|39.79|35.63|35.63|35.63|||100|45.09|36.49|36.49|36.49|||36.49|0|1
INS_4055AR@USAD|INS_4055AR@USAD|INSCAP@USAD|54|0.562|4055AR|4055AR|INS|USAD|4|CHEP SC - Greencastle|IN|4320|14|160|45|0|12.32|3.22|3.29|28.21|28.21|4.01|4.01|4.01|0|0|12.32|4.16|4.16|4.16|4.16|0|0|4.16|0|0|373.95|97.83|99.93|121.62|121.62|121.62|0|0|373.95|126.17|126.17|126.17|126.17|0|0|126.17|0|45.13|0|28.21|25.05|25.05|25.05|||77.01|25.98|25.98|25.98|25.98|||25.98|0|1
INS_4055AR@USAD|INS_4055RUPLUS@USAD|INSCAP@USAD|54|0.438|4055AR|4055RUPLUS|INS|USAD|4|CHEP SC - Greencastle|IN|4320|14|160|45|0|12.32|3.22|3.29|28.21|28.21|4.01|4.01|4.01|0|0|12.32|4.16|4.16|4.16|4.16|0|0|4.16|0|0|291.45|76.25|77.88|94.78|94.78|94.78|0|0|291.45|98.33|98.33|98.33|98.33|0|0|98.33|0|45.13|0|28.21|25.05|25.05|25.05|||77.01|25.98|25.98|25.98|25.98|||25.98|0|1
INS_4055AR@USAE|INS_4055AR@USAE|INSCAP@USAE|54|1|4055AR|4055AR|INS|USAE|4|CHEP SC - Olney|IL|4320|14|160|32|0|8.59|2.25|2.3|19.69|19.69|2.92|2.92|2.92|0|0|8.59|2.83|2.83|2.83|2.83|0|0|2.83|0|0|463.6|121.53|123.95|157.6|157.6|157.6|0|0|463.6|153|153|153|153|0|0|153|0|31.51|0|19.69|18.24|18.24|18.24|||53.66|17.71|17.71|17.71|17.71|||17.71|0|1
INS_4055AR@USAF|INS_4055AR@USAF|INSCAP@USAF|263|0.846|4055AR|4055AR|INS|USAF|4|CHEP SC - Spring Valley|IL|21060|14|160|58|0|15.63|4.11|4.19|35.99|35.99|5.77|5.77|5.77|0|0|15.63|4.93|4.93|4.93|4.93|0|0|4.93|0|0|3476.98|915.12|933.31|1284.65|1284.65|1284.65|0|0|3476.98|1096.16|1096.16|1096.16|1096.16|0|0|1096.16|0|57.58|0|35.99|36.09|36.09|36.09|||97.67|30.79|30.79|30.79|30.79|||30.79|0|1
INS_4055AR@USAF|INS_4055RUPLUS@USAF|INSCAP@USAF|263|0.154|4055AR|4055RUPLUS|INS|USAF|4|CHEP SC - Spring Valley|IL|21060|14|160|58|0|15.63|4.11|4.19|35.99|35.99|5.77|5.77|5.77|0|0|15.63|4.93|4.93|4.93|4.93|0|0|4.93|0|0|632.92|166.58|169.89|233.85|233.85|233.85|0|0|632.92|199.54|199.54|199.54|199.54|0|0|199.54|0|57.58|0|35.99|36.09|36.09|36.09|||97.67|30.79|30.79|30.79|30.79|||30.79|0|1
INS_4055AR@USAG|INS_4055AR@USAG|INSCAP@USAG|399|1|4055AR|4055AR|INS|USAG|4|CHEP SC - Seymour|IN|31896|14|160|70|0|16|5.02|4.67|43.93|43.93|5.86|5.86|5.86|0|0|16|9.94|6.69|6.69|6.69|0|0|6.69|0|0|6384|2003.2|1865.21|2336.6|2336.6|2336.6|0|0|6384|3966.2|2671.2|2671.2|2671.2|0|0|2671.2|0|70.29|0|43.93|36.6|36.6|36.6|||100|62.13|41.84|41.84|41.84|||41.84|0|1
INS_4055AR@USAL|INS_4055AR@USAL|INSCAP@USAL|57|0.909|4055AR|4055AR|INS|USAL|4|CHEP SC - Harrisonville|MO|4560|14|160|16|0|4.17|1.11|1.14|9.69|9.69|1.8|1.8|1.8|0|0|4.17|1.19|1.19|1.19|1.19|0|0|1.19|0|0|216.16|57.37|59.24|93.26|93.26|93.26|0|0|216.16|61.45|61.45|61.45|61.45|0|0|61.45|0|15.5|0|9.69|11.25|11.25|11.25|||26.07|7.41|7.41|7.41|7.41|||7.41|0|1
INS_4055AR@USAL|INS_4055RUPLUS@USAL|INSCAP@USAL|57|0.091|4055AR|4055RUPLUS|INS|USAL|4|CHEP SC - Harrisonville|MO|4560|14|160|16|0|4.17|1.11|1.14|9.69|9.69|1.8|1.8|1.8|0|0|4.17|1.19|1.19|1.19|1.19|0|0|1.19|0|0|21.64|5.74|5.93|9.34|9.34|9.34|0|0|21.64|6.15|6.15|6.15|6.15|0|0|6.15|0|15.5|0|9.69|11.25|11.25|11.25|||26.07|7.41|7.41|7.41|7.41|||7.41|0|1
INS_4055AR@USAM|INS_4055AR@USAM|INSCAP@USAM|344|0.901|4055AR|4055AR|INS|USAM|4|reLogistics - Hopkinsville|KY|27540|14|160|12|0|3.12|0.84|0.9|7.33|7.33|1.59|1.59|1.59|0|0|3.12|0.77|0.77|0.77|0.77|0|0|0.77|0|0|968.21|259.65|277.96|492.67|492.67|492.67|0|0|968.21|237.77|237.77|237.77|237.77|0|0|237.77|0|11.73|0|7.33|9.93|9.93|9.93|||19.52|4.79|4.79|4.79|4.79|||4.79|0|1
INS_4055AR@USAM|INS_4055RUPLUS@USAM|INSCAP@USAM|344|0.099|4055AR|4055RUPLUS|INS|USAM|4|reLogistics - Hopkinsville|KY|27540|14|160|12|0|3.12|0.84|0.9|7.33|7.33|1.59|1.59|1.59|0|0|3.12|0.77|0.77|0.77|0.77|0|0|0.77|0|0|106.39|28.53|30.54|54.13|54.13|54.13|0|0|106.39|26.13|26.13|26.13|26.13|0|0|26.13|0|11.73|0|7.33|9.93|9.93|9.93|||19.52|4.79|4.79|4.79|4.79|||4.79|0|1
INS_4055AR@USAO|INS_4055AR@USAO|INSCAP@USAO|447|1|4055AR|4055AR|INS|USAO|4|CHEP SC - Ottawa|KS|35759|14|160|5|0|1.41|0.36|0.39|3.16|3.16|0.25|0.25|0.25|0|0|1.41|0.58|0.58|0.58|0.58|0|0|0.58|0|0|629|161.26|176.11|112.2|112.2|112.2|0|0|629|258.4|258.4|258.4|258.4|0|0|258.4|0|5.05|0|3.16|1.57|1.57|1.57|||8.79|3.61|3.61|3.61|3.61|||3.61|0|1
INS_4055AR@USAP|INS_4055AR@USAP|INSCAP@USAP|7|1|4055AR|4055AR|INS|USAP|4|CHEP SC - Moberly|MO|570|14|160|68|0|16|4.84|6.82|42.34|42.34|0|0.23|0.11|0|0|16|16|12.97|11.21|11.21|0|0|0|0|0|112|33.87|47.72|0|1.6|0.8|0|0|112|112|90.8|78.5|78.5|0|0|0|0|67.74|0|42.34|0|1.43|0.71|||100|100|81.07|70.09|70.09|||0|0|1
INS_4055AR@USAR|INS_4055AR@USAR|INSCAP@USAR|358|0.654|4055AR|4055AR|INS|USAR|4|CHEP SC - Searcy|AR|28620|14|160|55|0|14.91|3.95|4.07|34.6|34.6|6.32|6.32|6.32|0|0|14.91|4.29|4.29|4.29|4.29|0|0|4.29|0|0|3491.44|925.73|953.64|1480.39|1480.39|1480.39|0|0|3491.44|1005.53|1005.53|1005.53|1005.53|0|0|1005.53|0|55.35|0|34.6|39.52|39.52|39.52|||93.2|26.84|26.84|26.84|26.84|||26.84|0|1
INS_4055AR@USAR|INS_4055RUPLUS@USAR|INSCAP@USAR|358|0.346|4055AR|4055RUPLUS|INS|USAR|4|CHEP SC - Searcy|AR|28620|14|160|55|0|14.91|3.95|4.07|34.6|34.6|6.32|6.32|6.32|0|0|14.91|4.29|4.29|4.29|4.29|0|0|4.29|0|0|1847.16|489.76|504.52|783.21|783.21|783.21|0|0|1847.16|531.98|531.98|531.98|531.98|0|0|531.98|0|55.35|0|34.6|39.52|39.52|39.52|||93.2|26.84|26.84|26.84|26.84|||26.84|0|1
INS_4055AR@USAS|INS_4055AR@USAS|INSCAP@USAS|165|0.427|4055AR|4055AR|INS|USAS|4|CHEP SC - Saint James|MO|13186|14|160|82|0|16|5.85|5.37|51.19|51.19|6.17|6.17|6.17|0|0|16|14.69|8.17|8.17|8.17|0|0|8.17|0|0|1127.28|412.16|378.01|434.73|434.73|434.73|0|0|1127.28|1035.13|575.89|575.89|575.89|0|0|575.89|0|81.9|0|51.19|38.56|38.56|38.56|||100|91.83|51.09|51.09|51.09|||51.09|0|1
INS_4055AR@USAS|INS_4055RUPLUS@USAS|INSCAP@USAS|165|0.573|4055AR|4055RUPLUS|INS|USAS|4|CHEP SC - Saint James|MO|13186|14|160|82|0|16|5.85|5.37|51.19|51.19|6.17|6.17|6.17|0|0|16|14.69|8.17|8.17|8.17|0|0|8.17|0|0|1512.72|553.08|507.27|583.37|583.37|583.37|0|0|1512.72|1389.07|772.81|772.81|772.81|0|0|772.81|0|81.9|0|51.19|38.56|38.56|38.56|||100|91.83|51.09|51.09|51.09|||51.09|0|1
INS_4055AR@USAV|INS_4055AR@USAV|INSCAP@USAV|61|1|4055AR|4055AR|INS|USAV|4|CHEP - Grove City RPL|OH|4860|14|160|45|0|12.42|3.25|3.32|28.42|28.42|3.98|3.98|3.98|0|0|12.42|4.22|4.22|4.22|4.22|0|0|4.22|0|0|757.8|198.12|202.51|242.8|242.8|242.8|0|0|757.8|257.5|257.5|257.5|257.5|0|0|257.5|0|45.47|0|28.42|24.88|24.88|24.88|||77.64|26.38|26.38|26.38|26.38|||26.38|0|1
INS_4055AR@USB5|INS_4055AR@USB5|INSCAP@USB5|629|0.462|4055AR|4055AR|INS|USB5|2|Millwood - North Haven|CT|50350|14|160|68|0|12.31|4.89|4.27|42.76|42.76|1.6|12.31|5.5|0|0|8.59|6.7|6.56|5.85|6.56|0|0|11.78|2.96|0|3578.45|1420.21|1239.61|465.43|3578.45|1598.52|0|0|2494.8|1946.89|1907.62|1699.72|1907.62|0|0|3422.48|861.38|68.42|0|42.76|10.01|76.96|34.38|||53.66|41.87|41.03|36.56|41.03|||73.61|18.53|1
INS_4055AR@USB5|INS_4055RUPLUS@USB5|INSCAP@USB5|629|0.538|4055AR|4055RUPLUS|INS|USB5|2|Millwood - North Haven|CT|50350|14|160|68|0|12.31|4.89|4.27|42.76|42.76|1.6|12.31|5.5|0|0|8.59|6.7|6.56|5.85|6.56|0|0|11.78|2.96|0|4167.11|1653.84|1443.53|542|4167.11|1861.48|0|0|2905.2|2267.16|2221.43|1979.33|2221.43|0|0|3985.48|1003.08|68.42|0|42.76|10.01|76.96|34.38|||53.66|41.87|41.03|36.56|41.03|||73.61|18.53|1
REP_4055RUPLUS@USB5|REP_4055RUPLUS@USB5|REPCAP@USB5|394|1|4055RUPLUS|4055RUPLUS|REP|USB5|2|Millwood - North Haven|CT|31500|14|160|89|0|16|6.39|5.4|55.91|55.91|16|11.76|9.73|0|0|13.16|11.64|4.84|4.31|7.14|0|0|6.1|4.77|0|6304|2517.46|2127.3|6304|4632.89|3832.56|0|0|5183.86|4586.77|1907.62|1699.72|2813.16|0|0|2402.59|1881.27|89.45|0|55.91|100|73.49|60.8|||82.23|72.76|30.26|26.96|44.63|||38.11|29.84|1
INS_4055AR@USBO|INS_4055AR@USBO|INSCAP@USBO|290|0.819|4055AR|4055AR|INS|USBO|4|RLC Sort Operation - St. Louis|MO|23220|14|160|74|0|16|5.25|5.34|45.95|45.95|15.82|6.51|6.51|0|0|16|6.87|5.45|5.45|5.45|0|0|5.45|0|0|3800.16|1247.18|1268.72|3756.34|1545.04|1545.04|0|0|3800.16|1631.61|1295.58|1295.58|1295.58|0|0|1295.58|0|73.51|0|45.95|98.85|40.66|40.66|||100|42.94|34.09|34.09|34.09|||34.09|0|1
INS_4055AR@USBO|INS_4055RUPLUS@USBO|INSCAP@USBO|290|0.181|4055AR|4055RUPLUS|INS|USBO|4|RLC Sort Operation - St. Louis|MO|23220|14|160|74|0|16|5.25|5.34|45.95|45.95|15.82|6.51|6.51|0|0|16|6.87|5.45|5.45|5.45|0|0|5.45|0|0|839.84|275.63|280.39|830.16|341.46|341.46|0|0|839.84|360.59|286.32|286.32|286.32|0|0|286.32|0|73.51|0|45.95|98.85|40.66|40.66|||100|42.94|34.09|34.09|34.09|||34.09|0|1
INS_4055AR@USCN|INS_4055AR@USCN|INSCAP@USCN|392|0.779|4055AR|4055AR|INS|USCN|4|reLogistics - San Antonio|TX|31320|14|160|59|0|14.47|4.19|4.27|36.66|36.66|10.55|5.04|5.04|0|0|14.47|4.71|4.71|4.71|4.71|0|0|4.71|0|0|4417.4|1279.52|1302.9|3222.1|1539.46|1539.46|0|0|4417.4|1438.97|1438.97|1438.97|1438.97|0|0|1438.97|0|58.66|0|36.66|65.95|31.51|31.51|||90.41|29.45|29.45|29.45|29.45|||29.45|0|1
INS_4055AR@USCN|INS_4055RUPLUS@USCN|INSCAP@USCN|392|0.221|4055AR|4055RUPLUS|INS|USCN|4|reLogistics - San Antonio|TX|31320|14|160|59|0|14.47|4.19|4.27|36.66|36.66|10.55|5.04|5.04|0|0|14.47|4.71|4.71|4.71|4.71|0|0|4.71|0|0|1253.2|363|369.63|914.1|436.74|436.74|0|0|1253.2|408.23|408.23|408.23|408.23|0|0|408.23|0|58.66|0|36.66|65.95|31.51|31.51|||90.41|29.45|29.45|29.45|29.45|||29.45|0|1
INS_4055AR@USCX|INS_4055AR@USCX|INSCAP@USCX|293|0.49|4055AR|4055AR|INS|USCX|4|reLogistics - Alachua|FL|23430|14|160|63|0|16|4.53|4.41|39.6|39.6|5.42|5.42|5.42|0|0|16|7.29|5.96|5.96|5.96|0|0|5.96|0|0|2297.12|649.78|632.44|777.53|777.53|777.53|0|0|2297.12|1046.15|855.25|855.25|855.25|0|0|855.25|0|63.36|0|39.6|33.85|33.85|33.85|||100|45.54|37.23|37.23|37.23|||37.23|0|1
INS_4055AR@USCX|INS_4055RUPLUS@USCX|INSCAP@USCX|293|0.51|4055AR|4055RUPLUS|INS|USCX|4|reLogistics - Alachua|FL|23430|14|160|63|0|16|4.53|4.41|39.6|39.6|5.42|5.42|5.42|0|0|16|7.29|5.96|5.96|5.96|0|0|5.96|0|0|2390.88|676.3|658.25|809.27|809.27|809.27|0|0|2390.88|1088.85|890.15|890.15|890.15|0|0|890.15|0|63.36|0|39.6|33.85|33.85|33.85|||100|45.54|37.23|37.23|37.23|||37.23|0|1
INS_4055AR@USCY|INS_4055AR@USCY|INSCAP@USCY|397|0.676|4055AR|4055AR|INS|USCY|4|CHEP SC - Plainview RLC|TX|31770|14|160|98|0|16|6.97|6.2|60.97|60.97|16|7.73|7.6|0|0|16|16|9.09|8.37|8.37|0|0|8.37|0|0|4293.95|1869.89|1662.6|4293.95|2074.64|2038.48|0|0|4293.95|4293.95|2440.83|2247.56|2247.56|0|0|2247.56|0|97.55|0|60.97|100|48.32|47.47|||100|100|56.84|52.34|52.34|||52.34|0|1
INS_4055AR@USCY|INS_4055RUPLUS@USCY|INSCAP@USCY|397|0.324|4055AR|4055RUPLUS|INS|USCY|4|CHEP SC - Plainview RLC|TX|31770|14|160|98|0|16|6.97|6.2|60.97|60.97|16|7.73|7.6|0|0|16|16|9.09|8.37|8.37|0|0|8.37|0|0|2058.05|896.22|796.87|2058.05|994.36|977.02|0|0|2058.05|2058.05|1169.87|1077.24|1077.24|0|0|1077.24|0|97.55|0|60.97|100|48.32|47.47|||100|100|56.84|52.34|52.34|||52.34|0|1
INS_4055AR@USDC|INS_4055AR@USDC|INSCAP@USDC|74|1|4055AR|4055AR|INS|USDC|4|CHEP SC - Cheyenne|WY|5912|14|160|0|0|0.07|0.02|0.02|0.17|0.17|0.05|0.05|0.05|0|0|0.07|0.01|0.01|0.01|0.01|0|0|0.01|0|0|5.4|1.47|1.72|3.4|3.4|3.4|0|0|5.4|1|1|1|1|0|0|1|0|0.28|0|0.17|0.29|0.29|0.29|||0.46|0.08|0.08|0.08|0.08|||0.08|0|1
INS_4055AR@USDQ|INS_4055AR@USDQ|INSCAP@USDQ|289|0.802|4055AR|4055AR|INS|USDQ|2|BWP Inc.-Bronx New York|NY|23097|14|160|75|0|16|5.32|5.76|46.59|46.59|16|3.36|15.73|0|0|1.56|4.81|4.81|4.81|4.81|0|0|14.03|4.61|0|3708.45|1234.04|1334.86|3708.45|779.51|3646.73|0|0|360.9|1114.74|1114.74|1114.74|1114.74|0|0|3252.94|1069.1|74.54|0|46.59|100|21.02|98.34|||9.73|30.06|30.06|30.06|30.06|||87.72|28.83|1
INS_4055AR@USDQ|INS_4055RUPLUS@USDQ|INSCAP@USDQ|289|0.198|4055AR|4055RUPLUS|INS|USDQ|2|BWP Inc.-Bronx New York|NY|23097|14|160|75|0|16|5.32|5.76|46.59|46.59|16|3.36|15.73|0|0|1.56|4.81|4.81|4.81|4.81|0|0|14.03|4.61|0|915.55|304.66|329.56|915.55|192.45|900.31|0|0|89.1|275.21|275.21|275.21|275.21|0|0|803.09|263.94|74.54|0|46.59|100|21.02|98.34|||9.73|30.06|30.06|30.06|30.06|||87.72|28.83|1
INS_4055AR@USE1|INS_4055AR@USE1|INSCAP@USE1|2941|0.525|4055AR|4055AR|INS|USE1|2|Total Warehousing - Ontario|CA|235260|14|224|87|0|16|6.24|5.87|39.02|39.02|16|16|11.21|0|0|0|14.99|5.24|5.19|5.19|5.19|2.8|2.8|2.8|0|24704.4|9640.77|9067.16|24704.4|24704.4|17307.1|0|0|0|23140.1|8094.6|8015.85|8015.85|8015.85|4324.19|4324.19|4324.19|87.41|16|39.02|100|100|70.06|0|0|0|93.67|32.77|32.45|32.45|32.45|17.5|17.5|17.5|1
INS_4055AR@USE1|INS_4055RUPLUS@USE1|INSCAP@USE1|2941|0.475|4055AR|4055RUPLUS|INS|USE1|2|Total Warehousing - Ontario|CA|235260|14|224|87|0|16|6.24|5.87|39.02|39.02|16|16|11.21|0|0|0|14.99|5.24|5.19|5.19|5.19|2.8|2.8|2.8|0|22351.6|8722.6|8203.62|22351.6|22351.6|15658.8|0|0|0|20936.28|7323.69|7252.44|7252.44|7252.44|3912.36|3912.36|3912.36|87.41|16|39.02|100|100|70.06|0|0|0|93.67|32.77|32.45|32.45|32.45|17.5|17.5|17.5|1
REP_4055RUPLUS@USE1|REP_4055RUPLUS@USE1|REPCAP@USE1|1181|1|4055RUPLUS|4055RUPLUS|REP|USE1|2|Total Warehousing - Ontario|CA|94500|14|224|152|3.66|16|10.88|5.06|67.97|67.97|16|16|16|16|7.26|16|12.93|16|8.05|6.91|6.79|3.66|6.64|4.01|4324.19|18896|12843.47|5971.6|18896|18896|18896|18896|8575.39|18896|15271.05|18896|9504.2|8163.3|8015.85|4324.19|7841.64|4737|152.25|16|67.97|100|100|100|100|45.38|100|80.82|100|50.3|43.2|42.42|22.88|41.5|25.07|1
INS_4055AR@USE2|INS_4055AR@USE2|INSCAP@USE2|286|0.811|4055AR|4055AR|INS|USE2|2|Pro Pak - Springfield|MO|22857|14|160|41|0|11.11|2.9|3.14|25.4|25.4|4.75|1.57|1.57|0|0|0|4.59|4.59|4.59|4.59|0|0|11.11|3.26|0|2577.93|673.24|727.91|1101.34|364.95|364.95|0|0|0|1064.92|1064.92|1064.92|1064.92|0|0|2577.93|756.5|40.64|0|25.4|29.68|9.83|9.83|||0|28.7|28.7|28.7|28.7|||69.46|20.38|1
INS_4055AR@USE2|INS_4055RUPLUS@USE2|INSCAP@USE2|286|0.189|4055AR|4055RUPLUS|INS|USE2|2|Pro Pak - Springfield|MO|22857|14|160|41|0|11.11|2.9|3.14|25.4|25.4|4.75|1.57|1.57|0|0|0|4.59|4.59|4.59|4.59|0|0|11.11|3.26|0|600.77|156.9|169.64|256.66|85.05|85.05|0|0|0|248.18|248.18|248.18|248.18|0|0|600.77|176.3|40.64|0|25.4|29.68|9.83|9.83|||0|28.7|28.7|28.7|28.7|||69.46|20.38|1
REP_4055RUPLUS@USE2|REP_4055RUPLUS@USE2|REPCAP@USE2|289|1|4055RUPLUS|4055RUPLUS|REP|USE2|2|Pro Pak - Springfield|MO|23153|14|160|132|0|29.57|9.4|8.59|82.29|82.29|29.57|16|16|0|0|16|13.5|10.43|10.52|7.35|0|0|9.68|2.62|0|8545.61|2717.98|2483.88|8545.61|4624|4624|0|0|4624|3901.2|3014.03|3040.54|2125.56|0|0|2796.34|756.5|131.67|0|82.29|184.81|100|100|||100|84.37|65.18|65.76|45.97|||60.47|16.36|1
INS_4055AR@USE3|INS_4055AR@USE3|INSCAP@USE3|263|0.387|4055AR|4055AR|INS|USE3|2|Pro Pak - Hutchinson|KS|21000|14|160|77|0|16|5.51|5.07|48.24|48.24|16|7.38|5.1|0|0|5.13|5.45|5.86|5.86|6.27|0|0|15.38|4.76|0|1628.5|561.18|515.99|1628.5|751.17|518.58|0|0|522.45|554.65|596.48|596.48|638.32|0|0|1565.45|484.49|77.19|0|48.24|100|46.13|31.84|||32.08|34.06|36.63|36.63|39.2|||96.13|29.75|1
INS_4055AR@USE3|INS_4055RUPLUS@USE3|INSCAP@USE3|263|0.613|4055AR|4055RUPLUS|INS|USE3|2|Pro Pak - Hutchinson|KS|21000|14|160|77|0|16|5.51|5.07|48.24|48.24|16|7.38|5.1|0|0|5.13|5.45|5.86|5.86|6.27|0|0|15.38|4.76|0|2579.5|888.9|817.32|2579.5|1189.83|821.42|0|0|827.55|878.55|944.82|944.82|1011.08|0|0|2479.65|767.41|77.19|0|48.24|100|46.13|31.84|||32.08|34.06|36.63|36.63|39.2|||96.13|29.75|1
REP_4055RUPLUS@USE3|REP_4055RUPLUS@USE3|REPCAP@USE3|105|1|4055RUPLUS|4055RUPLUS|REP|USE3|2|Pro Pak - Hutchinson|KS|8400|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|1680|1200|787.6|1680|1680|1680|0|0|1680|1680|1680|1680|1680|0|0|1680|1680|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
INS_4055AR@USFC|INS_4055AR@USFC|INSCAP@USFC|500|0.429|4055AR|4055AR|INS|USFC|2|Millwood - Rochester|NY|40000|14|160|45|0|9.33|3.24|2.76|28.31|28.31|6.22|1.8|3.2|0|0|3.7|4.68|4.68|4.68|4.68|0|0|9.33|2.32|0|2000.73|694.05|593.03|1333.33|386.1|686.4|0|0|793.65|1004.59|1004.59|1004.59|1004.59|0|0|2000.73|498.07|45.3|0|28.31|38.85|11.25|20|||23.13|29.27|29.27|29.27|29.27|||58.3|14.51|1
INS_4055AR@USFC|INS_4055RUPLUS@USFC|INSCAP@USFC|500|0.571|4055AR|4055RUPLUS|INS|USFC|2|Millwood - Rochester|NY|40000|14|160|45|0|9.33|3.24|2.76|28.31|28.31|6.22|1.8|3.2|0|0|3.7|4.68|4.68|4.68|4.68|0|0|9.33|2.32|0|2662.97|923.78|789.32|1774.67|513.9|913.6|0|0|1056.35|1337.11|1337.11|1337.11|1337.11|0|0|2662.97|662.93|45.3|0|28.31|38.85|11.25|20|||23.13|29.27|29.27|29.27|29.27|||58.3|14.51|1
REP_4055RUPLUS@USFC|REP_4055RUPLUS@USFC|REPCAP@USFC|315|1|4055RUPLUS|4055RUPLUS|REP|USFC|2|Millwood - Rochester|NY|25200|14|160|93|0|14.04|6.61|4.97|57.86|57.86|13.2|12.2|8.01|0|0|9.05|14.04|8.98|7.87|7.23|0|0|6.35|5.62|0|4423.55|2082.8|1565.93|4157.93|3842.59|2522.89|0|0|2852.21|4423.55|2830.2|2479.33|2278.13|0|0|2000.73|1771.61|92.57|0|57.86|82.5|76.24|50.06|||56.59|87.77|56.15|49.19|45.2|||39.7|35.15|1
INS_4055AR@USFD|INS_4055AR@USFD|INSCAP@USFD|619|0.574|4055AR|4055AR|INS|USFD|2|Millwood - De Pere 2|WI|49500|14|160|55|0|16|3.9|4.75|34.13|34.13|0|6.64|16|0|0|10.99|3.28|3.28|3.28|3.28|0|0|6.34|1.53|0|5684.9|1386.07|1687.74|0|2360.86|5684.9|0|0|3903.2|1164.24|1164.24|1164.24|1164.24|0|0|2254.16|544.96|54.62|0|34.13|0|41.53|100|||68.66|20.48|20.48|20.48|20.48|||39.65|9.59|1
INS_4055AR@USFD|INS_4055RUPLUS@USFD|INSCAP@USFD|619|0.426|4055AR|4055RUPLUS|INS|USFD|2|Millwood - De Pere 2|WI|49500|14|160|55|0|16|3.9|4.75|34.13|34.13|0|6.64|16|0|0|10.99|3.28|3.28|3.28|3.28|0|0|6.34|1.53|0|4219.1|1028.69|1252.57|0|1752.14|4219.1|0|0|2896.8|864.06|864.06|864.06|864.06|0|0|1672.94|404.44|54.62|0|34.13|0|41.53|100|||68.66|20.48|20.48|20.48|20.48|||39.65|9.59|1
REP_4055RUPLUS@USFD|REP_4055RUPLUS@USFD|REPCAP@USFD|788|1|4055RUPLUS|4055RUPLUS|REP|USFD|2|Millwood - De Pere 2|WI|63000|14|160|109|0|16|7.78|7.65|68.1|68.1|16|16|16|0|0|16|16|15.76|2.01|2.01|0|0|8.5|0.69|0|12608|6133.08|6029.66|12608|12608|12608|0|0|12608|12608|12422.66|1580.29|1580.29|0|0|6694.86|544.96|108.96|0|68.1|100|100|100|||100|100|98.53|12.53|12.53|||53.1|4.32|1
