A1|B1|PS_RES|PRODRATE|YIELD_QTY|ITEM|OUTPUTITEM|PRODMETH|LOC|LOC_TYPE|DESCR|STATE|MAXCAP|NUMBER_PERIODS|HOURS_AVAIL_TOTAL|HOURS_USED_TOTAL|MIN_HOURS_USED|MAX_HOURS_USED|AVG_HOURS|SIGMA_HOURS|AVG_PERCENT_UTIL|PERCENT_TOTAL_USED|HRS_DY1|HRS_DY2|HRS_DY3|HRS_DY4|HRS_DY5|HRS_DY6|HRS_DY7|HRS_DY8|HRS_DY9|HRS_DY10|HRS_DY11|HRS_DY12|HRS_DY13|HRS_DY14|MIN_QTY_PRODUCED|MAX_QTY_PRODUCED|AVG_QTY_PRODUCED|SIGMA_QTY_PRODUCED|QTYMADE_DY1|QTYMADE_DY2|QTYMADE_DY3|QTYMADE_DY4|QTYMADE_DY5|QTYMADE_DY6|QTYMADE_DY7|QTYMADE_DY8|QTYMADE_DY9|QTYMADE_DY10|QTYMADE_DY11|QTYMADE_DY12|QTYMADE_DY13|QTYMADE_DY14|AVG_PERCENT_CAPACITY_USED|STDEV_PERCENT_CAPACITY_USED|PERCENT_CAPACITY_USED|PERCENTUTIL_DY1|PERCENTUTIL_DY2|PERCENTUTIL_DY3|PERCENTUTIL_DY4|PERCENTUTIL_DY5|PERCENTUTIL_DY6|PERCENTUTIL_DY7|PERCENTUTIL_DY8|PERCENTUTIL_DY9|PERCENTUTIL_DY10|PERCENTUTIL_DY11|PERCENTUTIL_DY12|PERCENTUTIL_DY13|PERCENTUTIL_DY14|RANK
INS_4055AR@US4J|INS_4055RUPLUS@US4J|INSCAP@US4J|563|0.478|4055AR|4055RUPLUS|INS|US4J|4|CHEP/Costco - Tracy|CA|45000|14|160|76|0|16|5.41|4.94|47.3|47.3|6.19|6.19|6.19|0|0|16|12.01|7.27|7.27|7.27|0|0|7.27|0|0|4305.82|1454.6|1330.4|1666.64|1666.64|1666.64|0|0|4305.82|3231.33|1956.84|1956.84|1956.84|0|0|1956.84|0|75.67|0|47.3|38.71|38.71|38.71|||100|75.05|45.45|45.45|45.45|||45.45|0|1
INS_4055AR@US53|INS_4055AR@US53|INSCAP@US53|68|0.9|4055AR|4055AR|INS|US53|4|reLogistics - Shelbyville|TN|5400|14|160|30|0|8.01|2.14|2.26|18.73|18.73|3.86|3.86|3.86|0|0|8.01|2.08|2.08|2.08|2.08|0|0|2.08|0|0|490.23|130.99|138.13|236.07|236.07|236.07|0|0|490.23|127.08|127.08|127.08|127.08|0|0|127.08|0|29.96|0|18.73|24.11|24.11|24.11|||50.06|12.98|12.98|12.98|12.98|||12.98|0|1
INS_4055AR@US53|INS_4055RUPLUS@US53|INSCAP@US53|68|0.1|4055AR|4055RUPLUS|INS|US53|4|reLogistics - Shelbyville|TN|5400|14|160|30|0|8.01|2.14|2.26|18.73|18.73|3.86|3.86|3.86|0|0|8.01|2.08|2.08|2.08|2.08|0|0|2.08|0|0|54.47|14.55|15.35|26.23|26.23|26.23|0|0|54.47|14.12|14.12|14.12|14.12|0|0|14.12|0|29.96|0|18.73|24.11|24.11|24.11|||50.06|12.98|12.98|12.98|12.98|||12.98|0|1
INS_4055AR@US54|INS_4055AR@US54|INSCAP@US54|96|1|4055AR|4055AR|INS|US54|4|reLogistics - Robert|LA|7705|14|160|5|0|1.25|0.33|0.35|2.93|2.93|0.61|0.61|0.61|0|0|1.25|0.32|0.32|0.32|0.32|0|0|0.32|0|0|120.2|32.16|34.08|59|59|59|0|0|120.2|30.6|30.6|30.6|30.6|0|0|30.6|0|4.69|0|2.93|3.84|3.84|3.84|||7.83|1.99|1.99|1.99|1.99|||1.99|0|1
INS_4055AR@US61|INS_4055AR@US61|INSCAP@US61|71|1|4055AR|4055AR|INS|US61|4|reLogistics - Macclenny|FL|5700|14|160|17|0|4.59|1.22|1.26|10.65|10.65|1.97|1.97|1.97|0|0|4.59|1.31|1.31|1.31|1.31|0|0|1.31|0|0|325.6|86.39|89.12|139.6|139.6|139.6|0|0|325.6|93|93|93|93|0|0|93|0|17.03|0|10.65|12.29|12.29|12.29|||28.66|8.19|8.19|8.19|8.19|||8.19|0|1
INS_4055AR@US69|INS_4055AR@US69|INSCAP@US69|36|1|4055AR|4055AR|INS|US69|4|CHEP Service Center North Plat|NE|2850|14|160|80|0|16|5.71|5.09|49.94|49.94|7.89|7.89|7.89|0|0|16|12.61|6.91|6.91|6.91|0|0|6.91|0|0|576|205.47|183.15|284.1|284.1|284.1|0|0|576|453.9|248.6|248.6|248.6|0|0|248.6|0|79.91|0|49.94|49.32|49.32|49.32|||100|78.8|43.16|43.16|43.16|||43.16|0|1
INS_4055AR@US6D|INS_4055AR@US6D|INSCAP@US6D|150|0.718|4055AR|4055AR|INS|US6D|2|Total Warehousing-N.Las Vegas|NV|12000|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|1723.2|1230.86|807.85|1723.2|1723.2|1723.2|0|0|1723.2|1723.2|1723.2|1723.2|1723.2|0|0|1723.2|1723.2|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
INS_4055AR@US6D|INS_4055RUPLUS@US6D|INSCAP@US6D|150|0.282|4055AR|4055RUPLUS|INS|US6D|2|Total Warehousing-N.Las Vegas|NV|12000|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|676.8|483.43|317.29|676.8|676.8|676.8|0|0|676.8|676.8|676.8|676.8|676.8|0|0|676.8|676.8|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
REP_4055RUPLUS@US6D|REP_4055RUPLUS@US6D|REPCAP@US6D|154|1|4055RUPLUS|4055RUPLUS|REP|US6D|2|Total Warehousing-N.Las Vegas|NV|12285|14|160|137|0|16|9.75|6.73|85.35|85.35|16|16|16|0|0|16|11.8|16|11.19|11.19|0|0|11.19|11.19|0|2464|1502.14|1035.76|2464|2464|2464|0|0|2464|1817.2|2464|1723.2|1723.2|0|0|1723.2|1723.2|136.56|0|85.35|100|100|100|||100|73.75|100|69.94|69.94|||69.94|69.94|1
REP_4055RUPLUS@US6P|REP_4055RUPLUS@US6P|REPCAP@US6P|197|1|4055RUPLUS|4055RUPLUS|REP|US6P|2|New Star Logistics-Fresno|CA|15750|14|160|80|0|16|5.71|7.96|50|50|0|0|0|0|0|0|16|0|16|16|0|0|16|16|0|3152|1125.71|1567.32|0|0|0|0|0|0|3152|0|3152|3152|0|0|3152|3152|80|0|50|0|0|0|||0|100|0|100|100|||100|100|1
INS_4055AR@US6T|INS_4055AR@US6T|INSCAP@US6T|39|0.01|4055AR|4055AR|INS|US6T|2|Priority Pallets - Beaumont|CA|3097|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
INS_4055AR@US6T|INS_4055RUPLUS@US6T|INSCAP@US6T|39|0.99|4055AR|4055RUPLUS|INS|US6T|2|Priority Pallets - Beaumont|CA|3097|1|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
REP_4055RUPLUS@US6T|REP_4055RUPLUS@US6T|REPCAP@US6T|105|1|4055RUPLUS|4055RUPLUS|REP|US6T|2|Priority Pallets - Beaumont|CA|8400|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|1680|1200|787.6|1680|1680|1680|0|0|1680|1680|1680|1680|1680|0|0|1680|1680|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
INS_4055AR@US72|INS_4055AR@US72|INSCAP@US72|141|1|4055AR|4055AR|INS|US72|4|CHEP Service Center-Brundidge|AL|11263|14|160|16|0|4.23|1.12|1.3|9.76|9.76|0|3.17|1.59|0|0|4.23|1.32|1.32|1.32|1.32|0|0|1.32|0|0|597.1|157.26|182.83|0|447|223.5|0|0|597.1|186.8|186.8|186.8|186.8|0|0|186.8|0|15.61|0|9.76|0|19.81|9.91|||26.47|8.28|8.28|8.28|8.28|||8.28|0|1
INS_4055AR@US75|INS_4055AR@US75|INSCAP@US75|85|1|4055AR|4055AR|INS|US75|4|CHEP SC - Apple Valley|CA|6820|14|160|12|0|3.1|0.84|0.95|7.35|7.35|1.81|1.81|1.81|0|0|3.1|0.65|0.65|0.65|0.65|0|0|0.65|0|0|263.7|71.41|80.39|153.5|153.5|153.5|0|0|263.7|55.1|55.1|55.1|55.1|0|0|55.1|0|11.76|0|7.35|11.29|11.29|11.29|||19.39|4.05|4.05|4.05|4.05|||4.05|0|1
INS_4055AR@US76|INS_4055AR@US76|INSCAP@US76|57|1|4055AR|4055AR|INS|US76|4|CHEP SC - Grand View|WA|4560|14|160|106|0|16|7.55|6.3|66.05|66.05|11.82|11.82|11.82|0|0|16|16|13.18|8.34|8.34|0|0|8.34|0|0|912|430.24|359.18|673.9|673.9|673.9|0|0|912|912|751.5|475.4|475.4|0|0|475.4|0|105.67|0|66.05|73.89|73.89|73.89|||100|100|82.4|52.13|52.13|||52.13|0|1
INS_4055AR@US77|INS_4055AR@US77|INSCAP@US77|447|0.625|4055AR|4055AR|INS|US77|4|reLogistics - Fort Pierce|FL|35730|14|160|49|0|13.52|3.52|3.62|30.79|30.79|3.88|3.88|3.88|0|0|13.52|4.82|4.82|4.82|4.82|0|0|4.82|0|0|3777.19|982.97|1012.68|1082.94|1082.94|1082.94|0|0|3777.19|1347.12|1347.12|1347.12|1347.13|0|0|1347.13|0|49.26|0|30.79|24.23|24.23|24.23|||84.5|30.14|30.14|30.14|30.14|||30.14|0|1
INS_4055AR@US77|INS_4055RUPLUS@US77|INSCAP@US77|447|0.375|4055AR|4055RUPLUS|INS|US77|4|reLogistics - Fort Pierce|FL|35730|14|160|49|0|13.52|3.52|3.62|30.79|30.79|3.88|3.88|3.88|0|0|13.52|4.82|4.82|4.82|4.82|0|0|4.82|0|0|2266.31|589.78|607.61|649.76|649.76|649.76|0|0|2266.31|808.27|808.27|808.27|808.28|0|0|808.28|0|49.26|0|30.79|24.23|24.23|24.23|||84.5|30.14|30.14|30.14|30.14|||30.14|0|1
INS_4055AR@US78|INS_4055AR@US78|INSCAP@US78|64|1|4055AR|4055AR|INS|US78|4|CHEP SC - Bartlesville|OK|5126|14|160|70|0|16|5.01|4.75|43.8|43.8|5.07|5.07|5.07|0|0|16|10.41|7.11|7.11|7.11|0|0|7.11|0|0|1024|320.39|303.94|324.6|324.6|324.6|0|0|1024|666.5|455.3|455.3|455.3|0|0|455.3|0|70.09|0|43.8|31.7|31.7|31.7|||100|65.09|44.46|44.46|44.46|||44.46|0|1
INS_4055AR@US79|INS_4055AR@US79|INSCAP@US79|78|1|4055AR|4055AR|INS|US79|4|reLogistics - Arcadia|FL|6269|14|160|78|0|16|5.59|5|48.88|48.88|7.73|7.73|7.73|0|0|16|12|6.76|6.76|6.76|0|0|6.76|0|0|1248|435.77|389.93|602.6|602.6|602.6|0|0|1248|936.2|527.2|527.2|527.2|0|0|527.2|0|78.22|0|48.88|48.29|48.29|48.29|||100|75.02|42.24|42.24|42.24|||42.24|0|1
INS_4055AR@US82|INS_4055AR@US82|INSCAP@US82|144|0.79|4055AR|4055AR|INS|US82|4|CHEP Service Center/Grantsvill|UT|11551|14|160|10|0|2.93|0.73|0.95|6.42|6.42|0.02|0.02|0.02|0|0|2.93|1.46|1.46|1.46|1.46|0|0|1.46|0|0|333.62|83.49|107.71|2.45|2.45|2.45|0|0|333.62|165.58|165.58|165.58|165.58|0|0|165.58|0|10.27|0|6.42|0.13|0.13|0.13|||18.33|9.1|9.1|9.1|9.1|||9.1|0|1
INS_4055AR@US82|INS_4055RUPLUS@US82|INSCAP@US82|144|0.21|4055AR|4055RUPLUS|INS|US82|4|CHEP Service Center/Grantsvill|UT|11551|14|160|10|0|2.93|0.73|0.95|6.42|6.42|0.02|0.02|0.02|0|0|2.93|1.46|1.46|1.46|1.46|0|0|1.46|0|0|88.68|22.19|28.63|0.65|0.65|0.65|0|0|88.68|44.02|44.02|44.02|44.02|0|0|44.02|0|10.27|0|6.42|0.13|0.13|0.13|||18.33|9.1|9.1|9.1|9.1|||9.1|0|1
INS_4055AR@US83|INS_4055AR@US83|INSCAP@US83|14|1|4055AR|4055AR|INS|US83|4|reLogistics - Terrell|TX|1080|14|160|31|0|8.76|2.19|2.85|19.17|19.17|0.01|0.01|0.01|0|0|8.76|4.38|4.38|4.38|4.38|0|0|4.38|0|0|122.7|30.68|39.87|0.1|0.1|0.1|0|0|122.7|61.3|61.3|61.3|61.3|0|0|61.3|0|30.68|0|19.17|0.04|0.04|0.04|||54.78|27.37|27.37|27.37|27.37|||27.37|0|1
INS_4055AR@US84|INS_4055AR@US84|INSCAP@US84|105|1|4055AR|4055AR|INS|US84|4|reLogistics - Sanger|TX|8374|14|160|37|0|9.94|2.63|2.69|23|23|4.03|4.03|4.03|0|0|9.94|2.96|2.96|2.96|2.96|0|0|2.96|0|0|1043.4|275.95|282.89|422.8|422.8|422.8|0|0|1043.4|310.3|310.3|310.3|310.3|0|0|310.3|0|36.79|0|23|25.17|25.17|25.17|||62.11|18.47|18.47|18.47|18.47|||18.47|0|1
INS_4055AR@US85|INS_4055AR@US85|INSCAP@US85|786|0.917|4055AR|4055AR|INS|US85|4|RLC Sort Operation ??? Dallas|TX|62850|14|160|101|0|16|7.23|6.48|63.28|63.28|16|16|11.77|0|0|16|12.94|7.13|7.13|7.13|0|0|7.13|0|0|11532.19|5212.48|4668.3|11532.19|11532.19|8479.96|0|0|11532.19|9329.19|5142.26|5142.26|5142.26|0|0|5142.26|0|101.25|0|63.28|100|100|73.53|||100|80.9|44.59|44.59|44.59|||44.59|0|1
INS_4055AR@US85|INS_4055RUPLUS@US85|INSCAP@US85|786|0.083|4055AR|4055RUPLUS|INS|US85|4|RLC Sort Operation ??? Dallas|TX|62850|14|160|101|0|16|7.23|6.48|63.28|63.28|16|16|11.77|0|0|16|12.94|7.13|7.13|7.13|0|0|7.13|0|0|1043.81|471.8|422.54|1043.81|1043.81|767.54|0|0|1043.81|844.41|465.44|465.44|465.44|0|0|465.44|0|101.25|0|63.28|100|100|73.53|||100|80.9|44.59|44.59|44.59|||44.59|0|1
INS_4055AR@US86|INS_4055AR@US86|INSCAP@US86|275|0.012|4055AR|4055AR|INS|US86|4|reLogistics - Cleburne|TX|21979|14|160|4|0|1.07|0.28|0.29|2.41|2.41|0.22|0.22|0.22|0|0|1.07|0.42|0.42|0.42|0.42|0|0|0.42|0|0|3.53|0.91|0.97|0.73|0.73|0.73|0|0|3.53|1.4|1.4|1.4|1.4|0|0|1.4|0|3.85|0|2.41|1.38|1.38|1.38|||6.68|2.65|2.65|2.65|2.65|||2.65|0|1
INS_4055AR@US86|INS_4055RUPLUS@US86|INSCAP@US86|275|0.988|4055AR|4055RUPLUS|INS|US86|4|reLogistics - Cleburne|TX|21979|14|160|4|0|1.07|0.28|0.29|2.41|2.41|0.22|0.22|0.22|0|0|1.07|0.42|0.42|0.42|0.42|0|0|0.42|0|0|290.57|74.78|80.09|59.97|59.97|59.97|0|0|290.57|115.3|115.3|115.3|115.3|0|0|115.3|0|3.85|0|2.41|1.38|1.38|1.38|||6.68|2.65|2.65|2.65|2.65|||2.65|0|1
INS_4055AR@US87|INS_4055AR@US87|INSCAP@US87|162|0.909|4055AR|4055AR|INS|US87|4|reLogistics - Palestine|TX|12966|14|160|15|0|4.07|1.07|1.09|9.32|9.32|1.32|1.32|1.32|0|0|4.07|1.38|1.38|1.38|1.38|0|0|1.38|0|0|599.85|156.9|160.29|194.25|194.25|194.25|0|0|599.85|202.8|202.8|202.8|202.8|0|0|202.8|0|14.92|0|9.32|8.24|8.24|8.24|||25.46|8.61|8.61|8.61|8.61|||8.61|0|1
INS_4055AR@US87|INS_4055RUPLUS@US87|INSCAP@US87|162|0.091|4055AR|4055RUPLUS|INS|US87|4|reLogistics - Palestine|TX|12966|14|160|15|0|4.07|1.07|1.09|9.32|9.32|1.32|1.32|1.32|0|0|4.07|1.38|1.38|1.38|1.38|0|0|1.38|0|0|60.05|15.71|16.05|19.45|19.45|19.45|0|0|60.05|20.3|20.3|20.3|20.3|0|0|20.3|0|14.92|0|9.32|8.24|8.24|8.24|||25.46|8.61|8.61|8.61|8.61|||8.61|0|1
INS_4055AR@US8J|INS_4055AR@US8J|INSCAP@US8J|188|0.647|4055AR|4055AR|INS|US8J|2|Caribe Recycling|PR|15000|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|1946.18|1390.13|912.38|1946.18|1946.18|1946.18|0|0|1946.18|1946.18|1946.18|1946.18|1946.18|0|0|1946.18|1946.18|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
INS_4055AR@US8J|INS_4055RUPLUS@US8J|INSCAP@US8J|188|0.353|4055AR|4055RUPLUS|INS|US8J|2|Caribe Recycling|PR|15000|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|1061.82|758.45|497.79|1061.82|1061.82|1061.82|0|0|1061.82|1061.82|1061.82|1061.82|1061.82|0|0|1061.82|1061.82|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
REP_4055RUPLUS@US8J|REP_4055RUPLUS@US8J|REPCAP@US8J|59|1|4055RUPLUS|4055RUPLUS|REP|US8J|2|Caribe Recycling|PR|4725|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|944|674.29|442.55|944|944|944|0|0|944|944|944|944|944|0|0|944|944|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
REP_4055RUPREMIUM@US8J|REP_4055RUPREMIUM@US8J|REPCAP@US8J|39|1|4055RUPREMIUM|4055RUPREMIUM|REP|US8J|2|Caribe Recycling|PR|3150|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|624|445.71|292.54|624|624|624|0|0|624|624|624|624|624|0|0|624|624|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
INS_4055AR@US8R|INS_4055AR@US8R|INSCAP@US8R|1163|0.633|4055AR|4055AR|INS|US8R|2|Greatwide - Fort Worth|TX|93000|14|160|87|0|16|6.18|5.41|54.11|54.11|16|11.48|5.26|0|0|5.43|6.81|7.04|7.12|7.03|0|0|16|4.4|0|11778.86|4552.52|3985.44|11778.86|8449.28|3873.96|0|0|3995.5|5016.22|5181.94|5242.84|5175.23|0|0|11778.86|3242.54|86.58|0|54.11|100|71.73|32.89|||33.92|42.59|43.99|44.51|43.94|||100|27.53|1
INS_4055AR@US8R|INS_4055RUPLUS@US8R|INSCAP@US8R|1163|0.367|4055AR|4055RUPLUS|INS|US8R|2|Greatwide - Fort Worth|TX|93000|14|160|87|0|16|6.18|5.41|54.11|54.11|16|11.48|5.26|0|0|5.43|6.81|7.04|7.12|7.03|0|0|16|4.4|0|6829.14|2639.45|2310.68|6829.14|4898.72|2246.04|0|0|2316.5|2908.3|3004.38|3039.69|3000.49|0|0|6829.14|1879.96|86.58|0|54.11|100|71.73|32.89|||33.92|42.59|43.99|44.51|43.94|||100|27.53|1
REP_4055RUPLUS@US8R|REP_4055RUPLUS@US8R|REPCAP@US8R|938|1|4055RUPLUS|4055RUPLUS|REP|US8R|2|Greatwide - Fort Worth|TX|75075|14|160|123|0|16|8.82|7.25|77.16|77.16|16|16|16|0|0|16|16|16|5.59|5.85|0|0|12.56|3.46|0|15008|8271.27|6796.38|15008|15008|15008|0|0|15008|15008|15008|5242.84|5485.53|0|0|11778.86|3242.54|123.45|0|77.16|100|100|100|||100|100|100|34.93|36.55|||78.48|21.61|1
INS_4055AR@US8S|INS_4055AR@US8S|INSCAP@US8S|560|0.462|4055AR|4055AR|INS|US8S|2|Pro Pak 1 - Oklahoma City|OK|44800|14|160|52|0|9.56|3.73|3.58|32.65|32.65|9.56|2.52|2.41|0|0|0.8|6.45|6.45|6.72|6.45|0|0|9.2|1.68|0|2474.01|965.39|926.47|2474.01|651.42|623.7|0|0|207.9|1668.56|1668.56|1737.86|1668.56|0|0|2380.74|434.18|52.24|0|32.65|59.77|15.74|15.07|||5.02|40.31|40.31|41.98|40.31|||57.51|10.49|1
INS_4055AR@US8S|INS_4055RUPLUS@US8S|INSCAP@US8S|560|0.538|4055AR|4055RUPLUS|INS|US8S|2|Pro Pak 1 - Oklahoma City|OK|44800|14|160|52|0|9.56|3.73|3.58|32.65|32.65|9.56|2.52|2.41|0|0|0.8|6.45|6.45|6.72|6.45|0|0|9.2|1.68|0|2880.99|1124.2|1078.87|2880.99|758.58|726.3|0|0|242.1|1943.04|1943.04|2023.74|1943.04|0|0|2772.38|505.6|52.24|0|32.65|59.77|15.74|15.07|||5.02|40.31|40.31|41.98|40.31|||57.51|10.49|1
REP_4055RUPLUS@US8S|REP_4055RUPLUS@US8S|REPCAP@US8S|315|1|4055RUPLUS|4055RUPLUS|REP|US8S|2|Pro Pak 1 - Oklahoma City|OK|25200|14|160|83|0|16|5.93|5.95|51.89|51.89|16|16|14.25|0|0|1.63|8.18|6.25|6.47|5.3|0|0|7.56|1.38|0|5040|1868.1|1874.6|5040|5040|4489.13|0|0|514.91|2577.52|1969.53|2038.83|1668.56|0|0|2380.74|434.18|83.03|0|51.89|100|100|89.07|||10.22|51.14|39.08|40.45|33.11|||47.24|8.61|1
INS_4055AR@US8T|INS_4055AR@US8T|INSCAP@US8T|375|0.483|4055AR|4055AR|INS|US8T|2|Pro Pak - Knoxville|TN|30000|14|160|88|0|16|6.32|5.82|55.3|55.3|16|16|11.67|0|0|12|7.57|5.17|5.17|5.17|0|0|8.22|1.53|0|2898|1144.71|1053.96|2898|2898|2113.61|0|0|2173.5|1370.56|935.86|935.86|935.86|0|0|1488.41|276.28|88.48|0|55.3|100|100|72.93|||75|47.29|32.29|32.29|32.29|||51.36|9.53|1
INS_4055AR@US8T|INS_4055RUPLUS@US8T|INSCAP@US8T|375|0.517|4055AR|4055RUPLUS|INS|US8T|2|Pro Pak - Knoxville|TN|30000|14|160|88|0|16|6.32|5.82|55.3|55.3|16|16|11.67|0|0|12|7.57|5.17|5.17|5.17|0|0|8.22|1.53|0|3102|1225.29|1128.15|3102|3102|2262.39|0|0|2326.5|1467.04|1001.74|1001.74|1001.74|0|0|1593.19|295.72|88.48|0|55.3|100|100|72.93|||75|47.29|32.29|32.29|32.29|||51.36|9.53|1
REP_4055RUPLUS@US8T|REP_4055RUPLUS@US8T|REPCAP@US8T|197|1|4055RUPLUS|4055RUPLUS|REP|US8T|2|Pro Pak - Knoxville|TN|15750|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|3152|2251.43|1477.68|3152|3152|3152|0|0|3152|3152|3152|3152|3152|0|0|3152|3152|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
INS_4055AR@US8X|INS_4055AR@US8X|INSCAP@US8X|1484|0.378|4055AR|4055AR|INS|US8X|2|Millwood - South River|NJ|118747|14|160|82|0|15.89|5.86|5.13|51.28|51.28|2.77|15.89|10.35|0|0|9.14|8.41|8.05|8.35|8.35|0|0|9.85|0.9|0|8911.56|3287.59|2879.32|1553.93|8911.56|5803.34|0|0|5124.96|4719.19|4514.35|4684.45|4684.45|0|0|5524.82|505.23|82.05|0|51.28|17.31|99.29|64.66|||57.1|52.58|50.3|52.19|52.19|||61.56|5.63|1
INS_4055AR@US8X|INS_4055RUPLUS@US8X|INSCAP@US8X|1484|0.622|4055AR|4055RUPLUS|INS|US8X|2|Millwood - South River|NJ|118747|14|160|82|0|15.89|5.86|5.13|51.28|51.28|2.77|15.89|10.35|0|0|9.14|8.41|8.05|8.35|8.35|0|0|9.85|0.9|0|14664|5409.74|4737.93|2557|14664|9549.41|0|0|8433.14|7765.44|7428.38|7708.28|7708.28|0|0|9091.11|831.37|82.05|0|51.28|17.31|99.29|64.66|||57.1|52.58|50.3|52.19|52.19|||61.56|5.63|1
REP_4055RUPLUS@US8X|REP_4055RUPLUS@US8X|REPCAP@US8X|761|1|4055RUPLUS|4055RUPLUS|REP|US8X|2|Millwood - South River|NJ|60900|14|160|127|0|16|9.1|7.19|79.6|79.6|16|16|16|0|0|16|16|16|8.52|9.3|0|0|11.47|2.07|0|12176|6922.6|5472.64|12176|12176|12176|0|0|12176|12176|12176|6486.53|7073.71|0|0|8725.88|1574.34|127.35|0|79.6|100|100|100|||100|100|100|53.27|58.1|||71.66|12.93|1
INS_4055AR@US8Y|INS_4055AR@US8Y|INSCAP@US8Y|844|0.587|4055AR|4055AR|INS|US8Y|2|Millwood - Columbus|OH|67554|14|160|68|0|14.52|4.82|4.24|42.21|42.21|11.29|4.69|4.13|0|0|5.33|6.32|5.39|5.92|5.39|0|0|14.52|4.57|0|7193.84|2390.14|2100.9|5591.76|2324.52|2046.28|0|0|2641.5|3132.95|2668.04|2932.19|2668.04|0|0|7193.84|2262.9|67.54|0|42.21|70.54|29.32|25.81|||33.32|39.52|33.66|36.99|33.66|||90.75|28.55|1
INS_4055AR@US8Y|INS_4055RUPLUS@US8Y|INSCAP@US8Y|844|0.413|4055AR|4055RUPLUS|INS|US8Y|2|Millwood - Columbus|OH|67554|14|160|68|0|14.52|4.82|4.24|42.21|42.21|11.29|4.69|4.13|0|0|5.33|6.32|5.39|5.92|5.39|0|0|14.52|4.57|0|5061.42|1681.65|1478.14|3934.24|1635.48|1439.72|0|0|1858.5|2204.27|1877.18|2063.03|1877.18|0|0|5061.42|1592.12|67.54|0|42.21|70.54|29.32|25.81|||33.32|39.52|33.66|36.99|33.66|||90.75|28.55|1
REP_4055RUCUST@US8Y|REP_4055RUCUST@US8Y|REPCAP@US8Y|45|1|4055RUCUST|4055RUCUST|REP|US8Y|2|Millwood - Columbus|OH|3630|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|720|514.29|337.54|720|720|720|0|0|720|720|720|720|720|0|0|720|720|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
REP_4055RUPLUS@US8Y|REP_4055RUPLUS@US8Y|REPCAP@US8Y|696|1|4055RUPLUS|4055RUPLUS|REP|US8Y|2|Millwood - Columbus|OH|55650|14|160|160|0|16|11.43|7.5|100|100|16|16|16|0|0|16|16|16|16|16|0|0|16|16|0|11136|7954.29|5220.64|11136|11136|11136|0|0|11136|11136|11136|11136|11136|0|0|11136|11136|160|0|100|100|100|100|||100|100|100|100|100|||100|100|1
INS_4055AR@US8Z|INS_4055AR@US8Z|INSCAP@US8Z|578|0.409|4055AR|4055AR|INS|US8Z|2|Millwood - Cudahy|WI|46200|14|160|156|0|16|11.11|7.36|97.25|97.25|16|16|16|0|0|16|16|16|15.24|16|0|0|16|12.37|0|3782.43|2627.55|1739.22|3782.43|3782.43|3782.43|0|0|3782.43|3782.43|3782.43|3601.74|3782.43|0|0|3782.43|2924.55|155.61|0|97.25|100|100|100|||100|100|100|95.22|100|||100|77.32|1
INS_4055AR@US8Z|INS_4055RUPLUS@US8Z|INSCAP@US8Z|578|0.591|4055AR|4055RUPLUS|INS|US8Z|2|Millwood - Cudahy|WI|46200|14|160|156|0|16|11.11|7.36|97.25|97.25|16|16|16|0|0|16|16|16|15.24|16|0|0|16|12.37|0|5465.57|3796.78|2513.15|5465.57|5465.57|5465.57|0|0|5465.57|5465.57|5465.57|5204.46|5465.57|0|0|5465.57|4225.95|155.61|0|97.25|100|100|100|||100|100|100|95.22|100|||100|77.32|1
